# Generated by tools/generate_setup.py — do not hand-edit.
# Specialization variants of vanilla town_setup templates.

anatolian_city_commercial = {
korea_town_woodland = {
	confucian_school = 1
	dyes_guild = 2
	forest_village = 2
	furniture_guild = 2
	granary = 1
	korean_barracks = 1
	mason = 1
	paper_guild = 2
	tannery = 1
	temple = 1
}

korea_town_woodland_east_asia = {
	confucian_school = 1
	dyes_guild = 2
	forest_village = 2
	furniture_guild = 2
	granary = 1
	korean_barracks = 1
	lacquerware_guild = 1
	mason = 1
	paper_guild = 1
	tannery = 1
	temple = 1
}

korea_town_woodland_tech0 = {
	confucian_school = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 2
	granary = 1
	korean_barracks = 1
	mason = 1
	tannery = 2
	temple = 1
}

korea_town_woodland_tech1 = {
	confucian_school = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 2
	granary = 1
	korean_barracks = 1
	mason = 1
	tannery = 2
	temple = 1
}

korean_city_port_commercial = {
	castle = 1
	cloth_guild = 6
	fine_cloth_guild = 6
	granary = 3
	market_village = 3
	marketplace = 5
	mason = 1
	naval_supplies_guild = 5
	scriptorium = 1
	sul_rural_ropemaker = 1
	temple = 1
	wharf = 1
}

korean_city_port_commercial_tech0 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 6
	granary = 3
	market_village = 3
	marketplace = 5
	mason = 1
	naval_supplies_guild = 5
	sul_rural_ropemaker = 1
	temple = 1
	wharf = 1
}

korean_city_port_commercial_tech1 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 6
	granary = 3
	market_village = 3
	marketplace = 5
	mason = 1
	naval_supplies_guild = 5
	sul_rural_ropemaker = 1
	temple = 1
	wharf = 1
}

korean_city_port_farming = {
	brewery = 1
	castle = 1
	distillers_guild = 6
	farming_village = 3
	granary = 3
	mason = 1
	sul_farmers_market = 1
	tannery = 5
	temple = 1
	wharf = 1
	winery = 5
}

korean_city_port_gathering = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 6
	granary = 3
	mason = 1
	pottery_guild = 5
	saltpeter_guild = 5
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

korean_city_port_gathering_east_asia = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 5
	granary = 3
	mason = 1
	porcelain_guild = 4
	pottery_guild = 4
	saltpeter_guild = 4
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

korean_city_port_gathering_tech0 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 3
	mason = 1
	pottery_guild = 7
	saltpeter_guild = 7
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

korean_city_port_gathering_tech1 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 3
	mason = 1
	pottery_guild = 7
	saltpeter_guild = 7
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

korean_city_port_mining = {
	castle = 1
	granary = 3
	jewelry_guild = 1
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 7
	weapon_guild = 7
	wharf = 1
}

korean_city_port_mining_east_asia = {
	castle = 1
	granary = 3
	hand_cannon_guild = 1
	jewelry_guild = 6
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 5
	weapon_guild = 5
	wharf = 1
}

korean_city_port_mining_tech0 = {
	castle = 1
	granary = 3
	jewelry_guild = 1
	mason = 2
	sul_mining_village = 3
	temple = 1
	wharf = 1
}

korean_city_port_woodland = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 6
	granary = 3
	mason = 1
	paper_guild = 5
	sul_rural_apiary = 1
	tannery = 5
	temple = 1
	wharf = 1
}

korean_city_port_woodland_east_asia = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 5
	granary = 3
	lacquerware_guild = 4
	mason = 1
	paper_guild = 4
	sul_rural_apiary = 1
	tannery = 4
	temple = 1
	wharf = 1
}

korean_city_port_woodland_tech0 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 7
	granary = 3
	mason = 1
	sul_rural_apiary = 1
	tannery = 7
	temple = 1
	wharf = 1
}

korean_city_port_woodland_tech1 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 7
	granary = 3
	mason = 1
	sul_rural_apiary = 1
	tannery = 7
	temple = 1
	wharf = 1
}

levant_city_commercial = {
	castle = 1
	cloth_guild = 4
	fine_cloth_guild = 3
	granary = 2
	market_village = 3
	marketplace = 3
	mason = 1
	naval_supplies_guild = 3
	scriptorium = 1
	slave_market = 1
	sul_rural_ropemaker = 1
	temple = 1
}

levant_city_commercial_tech0 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 3
	granary = 2
	market_village = 3
	marketplace = 3
	mason = 1
	naval_supplies_guild = 3
	slave_market = 1
	sul_rural_ropemaker = 1
	temple = 1
}

levant_city_commercial_tech1 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 3
	granary = 2
	market_village = 3
	marketplace = 3
	mason = 1
	naval_supplies_guild = 3
	slave_market = 1
	sul_rural_ropemaker = 1
	temple = 1
}

levant_city_farming = {
	brewery = 1
	castle = 1
	distillers_guild = 3
	farming_village = 3
	granary = 2
	mason = 1
	slave_market = 1
	sul_farmers_market = 1
	tannery = 3
	temple = 1
	winery = 3
}

levant_city_gathering = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 3
	granary = 2
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 3
	slave_market = 1
	sul_rural_herbalist = 1
	temple = 1
}

levant_city_gathering_east_asia = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 3
	granary = 2
	mason = 1
	porcelain_guild = 3
	pottery_guild = 2
	saltpeter_guild = 2
	slave_market = 1
	sul_rural_herbalist = 1
	temple = 1
}

levant_city_gathering_tech0 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 2
	mason = 1
	pottery_guild = 4
	saltpeter_guild = 4
	slave_market = 1
	sul_rural_herbalist = 1
	temple = 1
}

levant_city_gathering_tech1 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 2
	mason = 1
	pottery_guild = 4
	saltpeter_guild = 4
	slave_market = 1
	sul_rural_herbalist = 1
	temple = 1
}

levant_city_mining = {
	castle = 1
	granary = 2
	jewelry_guild = 1
	mason = 2
	slave_market = 1
	sul_mining_village = 3
	temple = 1
	tools_guild = 4
	weapon_guild = 4
}

levant_city_mining_east_asia = {
	castle = 1
	granary = 2
	hand_cannon_guild = 1
	jewelry_guild = 3
	mason = 2
	slave_market = 1
	sul_mining_village = 3
	temple = 1
	tools_guild = 3
	weapon_guild = 3
}

levant_city_mining_tech0 = {
	castle = 1
	granary = 2
	jewelry_guild = 1
	mason = 2
	slave_market = 1
	sul_mining_village = 3
	temple = 1
}

levant_city_woodland = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 3
	granary = 2
	mason = 1
	paper_guild = 3
	slave_market = 1
	sul_rural_apiary = 1
	tannery = 3
	temple = 1
}

levant_city_woodland_east_asia = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 3
	granary = 2
	lacquerware_guild = 3
	mason = 1
	paper_guild = 2
	slave_market = 1
	sul_rural_apiary = 1
	tannery = 2
	temple = 1
}

levant_city_woodland_tech0 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 4
	granary = 2
	mason = 1
	slave_market = 1
	sul_rural_apiary = 1
	tannery = 4
	temple = 1
}

levant_city_woodland_tech1 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 4
	granary = 2
	mason = 1
	slave_market = 1
	sul_rural_apiary = 1
	tannery = 4
	temple = 1
}

levant_town_commercial = {
	castle = 1
	cloth_guild = 3
	fine_cloth_guild = 3
	granary = 1
	market_village = 2
	marketplace = 2
	mason = 1
	naval_supplies_guild = 2
	scriptorium = 1
	temple = 1
}

levant_town_commercial_tech0 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 3
	granary = 1
	market_village = 2
	marketplace = 2
	mason = 1
	naval_supplies_guild = 2
	temple = 1
}

levant_town_commercial_tech1 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 3
	granary = 1
	market_village = 2
	marketplace = 2
	mason = 1
	naval_supplies_guild = 2
	temple = 1
}

levant_town_farming = {
	brewery = 1
	castle = 1
	distillers_guild = 3
	farming_village = 2
	granary = 1
	mason = 1
	tannery = 2
	temple = 1
	winery = 2
}

levant_town_gathering = {
	apothecary = 1
	castle = 1
	fishing_village = 2
	glass_guild = 3
	granary = 1
	mason = 1
	pottery_guild = 2
	saltpeter_guild = 2
	temple = 1
}

levant_town_gathering_east_asia = {
	apothecary = 1
	castle = 1
	fishing_village = 2
	glass_guild = 2
	granary = 1
	mason = 1
	porcelain_guild = 2
	pottery_guild = 2
	saltpeter_guild = 2
	temple = 1
}

levant_town_gathering_tech0 = {
	castle = 1
	fishing_village = 2
	glass_guild = 1
	granary = 1
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 3
	temple = 1
}

levant_town_gathering_tech1 = {
	castle = 1
	fishing_village = 2
	glass_guild = 1
	granary = 1
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 3
	temple = 1
}

levant_town_mining = {
	castle = 1
	granary = 1
	jewelry_guild = 1
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 3
	weapon_guild = 3
}

levant_town_mining_east_asia = {
	castle = 1
	granary = 1
	hand_cannon_guild = 1
	jewelry_guild = 3
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 2
	weapon_guild = 2
}

levant_town_mining_tech0 = {
	castle = 1
	granary = 1
	jewelry_guild = 1
	mason = 1
	sul_mining_village = 2
	temple = 1
}

levant_town_woodland = {
	castle = 1
	dyes_guild = 1
	forest_village = 2
	furniture_guild = 3
	granary = 1
	mason = 1
	paper_guild = 2
	tannery = 2
	temple = 1
}

levant_town_woodland_east_asia = {
	castle = 1
	dyes_guild = 1
	forest_village = 2
	furniture_guild = 2
	granary = 1
	lacquerware_guild = 2
	mason = 1
	paper_guild = 2
	tannery = 2
	temple = 1
}

levant_town_woodland_tech0 = {
	castle = 1
	dyes_guild = 1
	forest_village = 2
	furniture_guild = 3
	granary = 1
	mason = 1
	tannery = 3
	temple = 1
}

levant_town_woodland_tech1 = {
	castle = 1
	dyes_guild = 1
	forest_village = 2
	furniture_guild = 3
	granary = 1
	mason = 1
	tannery = 3
	temple = 1
}

lowlands_city_commercial = {
	castle = 1
	cloth_guild = 7
	fine_cloth_guild = 7
	granary = 4
	market_village = 3
	marketplace = 7
	mason = 1
	naval_supplies_guild = 6
	sul_rural_ropemaker = 1
	temple = 1
}

lowlands_city_farming = {
	brewery = 7
	castle = 1
	distillers_guild = 7
	farming_village = 3
	granary = 4
	mason = 1
	sul_farmers_market = 1
	tannery = 7
	temple = 1
	winery = 6
}

lowlands_city_gathering = {
	apothecary = 7
	castle = 1
	fishing_village = 3
	glass_guild = 7
	granary = 4
	mason = 1
	pottery_guild = 7
	saltpeter_guild = 6
	sul_rural_herbalist = 1
	temple = 1
}

lowlands_city_gathering_east_asia = {
	apothecary = 6
	castle = 1
	fishing_village = 3
	glass_guild = 6
	granary = 4
	mason = 1
	porcelain_guild = 5
	pottery_guild = 5
	saltpeter_guild = 5
	sul_rural_herbalist = 1
	temple = 1
}

lowlands_city_gathering_tech0 = {
	castle = 1
	fishing_village = 3
	glass_guild = 9
	granary = 4
	mason = 1
	pottery_guild = 9
	saltpeter_guild = 9
	sul_rural_herbalist = 1
	temple = 1
}

lowlands_city_gathering_tech1 = {
	castle = 1
	fishing_village = 3
	glass_guild = 9
	granary = 4
	mason = 1
	pottery_guild = 9
	saltpeter_guild = 9
	sul_rural_herbalist = 1
	temple = 1
}

lowlands_city_mining = {
	castle = 1
	granary = 4
	jewelry_guild = 9
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 9
	weapon_guild = 9
}

lowlands_city_mining_east_asia = {
	castle = 1
	granary = 4
	hand_cannon_guild = 7
	jewelry_guild = 7
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 7
	weapon_guild = 6
}

lowlands_city_mining_tech0 = {
	castle = 1
	granary = 4
	jewelry_guild = 27
	mason = 2
	sul_mining_village = 3
	temple = 1
}

lowlands_city_woodland = {
	castle = 1
	dyes_guild = 7
	forest_village = 3
	furniture_guild = 7
	granary = 4
	mason = 1
	paper_guild = 7
	sul_rural_apiary = 1
	tannery = 6
	temple = 1
}

lowlands_city_woodland_east_asia = {
	castle = 1
	dyes_guild = 6
	forest_village = 3
	furniture_guild = 6
	granary = 4
	lacquerware_guild = 5
	mason = 1
	paper_guild = 5
	sul_rural_apiary = 1
	tannery = 5
	temple = 1
}

lowlands_city_woodland_tech0 = {
	castle = 1
	dyes_guild = 9
	forest_village = 3
	furniture_guild = 9
	granary = 4
	mason = 1
	sul_rural_apiary = 1
	tannery = 9
	temple = 1
}

lowlands_city_woodland_tech1 = {
	castle = 1
	dyes_guild = 9
	forest_village = 3
	furniture_guild = 9
	granary = 4
	mason = 1
	sul_rural_apiary = 1
	tannery = 9
	temple = 1
}

lowlands_coastal_city_commercial = {
	castle = 1
	cloth_guild = 7
	fine_cloth_guild = 7
	granary = 4
	market_village = 3
	marketplace = 7
	mason = 1
	naval_supplies_guild = 6
	sul_rural_ropemaker = 1
	temple = 1
	wharf = 1
}

lowlands_coastal_city_farming = {
	brewery = 7
	castle = 1
	distillers_guild = 7
	farming_village = 3
	granary = 4
	mason = 1
	sul_farmers_market = 1
	tannery = 7
	temple = 1
	wharf = 1
	winery = 6
}

lowlands_coastal_city_gathering = {
	apothecary = 7
	castle = 1
	fishing_village = 3
	glass_guild = 7
	granary = 4
	mason = 1
	pottery_guild = 7
	saltpeter_guild = 6
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

lowlands_coastal_city_gathering_east_asia = {
	apothecary = 6
	castle = 1
	fishing_village = 3
	glass_guild = 6
	granary = 4
	mason = 1
	porcelain_guild = 5
	pottery_guild = 5
	saltpeter_guild = 5
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

lowlands_coastal_city_gathering_tech0 = {
	castle = 1
	fishing_village = 3
	glass_guild = 9
	granary = 4
	mason = 1
	pottery_guild = 9
	saltpeter_guild = 9
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

lowlands_coastal_city_gathering_tech1 = {
	castle = 1
	fishing_village = 3
	glass_guild = 9
	granary = 4
	mason = 1
	pottery_guild = 9
	saltpeter_guild = 9
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

lowlands_coastal_city_mining = {
	castle = 1
	granary = 4
	jewelry_guild = 9
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 9
	weapon_guild = 9
	wharf = 1
}

lowlands_coastal_city_mining_east_asia = {
	castle = 1
	granary = 4
	hand_cannon_guild = 7
	jewelry_guild = 7
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 7
	weapon_guild = 6
	wharf = 1
}

lowlands_coastal_city_mining_tech0 = {
	castle = 1
	granary = 4
	jewelry_guild = 27
	mason = 2
	sul_mining_village = 3
	temple = 1
	wharf = 1
}

lowlands_coastal_city_woodland = {
	castle = 1
	dyes_guild = 7
	forest_village = 3
	furniture_guild = 7
	granary = 4
	mason = 1
	paper_guild = 7
	sul_rural_apiary = 1
	tannery = 6
	temple = 1
	wharf = 1
}

lowlands_coastal_city_woodland_east_asia = {
	castle = 1
	dyes_guild = 6
	forest_village = 3
	furniture_guild = 6
	granary = 4
	lacquerware_guild = 5
	mason = 1
	paper_guild = 5
	sul_rural_apiary = 1
	tannery = 5
	temple = 1
	wharf = 1
}

lowlands_coastal_city_woodland_tech0 = {
	castle = 1
	dyes_guild = 9
	forest_village = 3
	furniture_guild = 9
	granary = 4
	mason = 1
	sul_rural_apiary = 1
	tannery = 9
	temple = 1
	wharf = 1
}

lowlands_coastal_city_woodland_tech1 = {
	castle = 1
	dyes_guild = 9
	forest_village = 3
	furniture_guild = 9
	granary = 4
	mason = 1
	sul_rural_apiary = 1
	tannery = 9
	temple = 1
	wharf = 1
}

lowlands_costal_town_commercial = {
	castle = 1
	cloth_guild = 3
	fine_cloth_guild = 2
	granary = 3
	market_village = 2
	marketplace = 2
	mason = 1
	naval_supplies_guild = 2
	temple = 1
	wharf = 1
}

lowlands_costal_town_farming = {
	brewery = 3
	castle = 1
	distillers_guild = 2
	farming_village = 2
	granary = 3
	mason = 1
	tannery = 2
	temple = 1
	wharf = 1
	winery = 2
}

lowlands_costal_town_gathering = {
	apothecary = 3
	castle = 1
	fishing_village = 2
	glass_guild = 2
	granary = 3
	mason = 1
	pottery_guild = 2
	saltpeter_guild = 2
	temple = 1
	wharf = 1
}

lowlands_costal_town_gathering_east_asia = {
	apothecary = 2
	castle = 1
	fishing_village = 2
	glass_guild = 2
	granary = 3
	mason = 1
	porcelain_guild = 2
	pottery_guild = 2
	saltpeter_guild = 1
	temple = 1
	wharf = 1
}

lowlands_costal_town_gathering_tech0 = {
	castle = 1
	fishing_village = 2
	glass_guild = 3
	granary = 3
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 3
	temple = 1
	wharf = 1
}

lowlands_costal_town_gathering_tech1 = {
	castle = 1
	fishing_village = 2
	glass_guild = 3
	granary = 3
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 3
	temple = 1
	wharf = 1
}

lowlands_costal_town_mining = {
	castle = 1
	granary = 3
	jewelry_guild = 3
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 3
	weapon_guild = 3
	wharf = 1
}

lowlands_costal_town_mining_east_asia = {
	castle = 1
	granary = 3
	hand_cannon_guild = 3
	jewelry_guild = 2
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 2
	weapon_guild = 2
	wharf = 1
}

lowlands_costal_town_mining_tech0 = {
	castle = 1
	granary = 3
	jewelry_guild = 9
	mason = 1
	sul_mining_village = 2
	temple = 1
	wharf = 1
}

lowlands_costal_town_woodland = {
	castle = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 2
	granary = 3
	mason = 1
	paper_guild = 2
	tannery = 2
	temple = 1
	wharf = 1
}

lowlands_costal_town_woodland_east_asia = {
	castle = 1
	dyes_guild = 2
	forest_village = 2
	furniture_guild = 2
	granary = 3
	lacquerware_guild = 2
	mason = 1
	paper_guild = 2
	tannery = 1
	temple = 1
	wharf = 1
}

lowlands_costal_town_woodland_tech0 = {
	castle = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 3
	granary = 3
	mason = 1
	tannery = 3
	temple = 1
	wharf = 1
}

lowlands_costal_town_woodland_tech1 = {
	castle = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 3
	granary = 3
	mason = 1
	tannery = 3
	temple = 1
	wharf = 1
}

lowlands_town_commercial = {
	castle = 1
	cloth_guild = 3
	fine_cloth_guild = 3
	granary = 3
	market_village = 2
	marketplace = 2
	mason = 1
	naval_supplies_guild = 2
	temple = 1
}

lowlands_town_farming = {
	brewery = 3
	castle = 1
	distillers_guild = 3
	farming_village = 2
	granary = 3
	mason = 1
	tannery = 2
	temple = 1
	winery = 2
}

lowlands_town_gathering = {
	apothecary = 3
	castle = 1
	fishing_village = 2
	glass_guild = 3
	granary = 3
	mason = 1
	pottery_guild = 2
	saltpeter_guild = 2
	temple = 1
}

lowlands_town_gathering_east_asia = {
	apothecary = 2
	castle = 1
	fishing_village = 2
	glass_guild = 2
	granary = 3
	mason = 1
	porcelain_guild = 2
	pottery_guild = 2
	saltpeter_guild = 2
	temple = 1
}

lowlands_town_gathering_tech0 = {
	castle = 1
	fishing_village = 2
	glass_guild = 4
	granary = 3
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 3
	temple = 1
}

lowlands_town_gathering_tech1 = {
	castle = 1
	fishing_village = 2
	glass_guild = 4
	granary = 3
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 3
	temple = 1
}

lowlands_town_mining = {
	castle = 1
	granary = 3
	jewelry_guild = 4
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 3
	weapon_guild = 3
}

lowlands_town_mining_east_asia = {
	castle = 1
	granary = 3
	hand_cannon_guild = 3
	jewelry_guild = 3
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 2
	weapon_guild = 2
}

lowlands_town_mining_tech0 = {
	castle = 1
	granary = 3
	jewelry_guild = 10
	mason = 1
	sul_mining_village = 2
	temple = 1
}

lowlands_town_woodland = {
	castle = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 3
	granary = 3
	mason = 1
	paper_guild = 2
	tannery = 2
	temple = 1
}

lowlands_town_woodland_east_asia = {
	castle = 1
	dyes_guild = 2
	forest_village = 2
	furniture_guild = 2
	granary = 3
	lacquerware_guild = 2
	mason = 1
	paper_guild = 2
	tannery = 2
	temple = 1
}

lowlands_town_woodland_tech0 = {
	castle = 1
	dyes_guild = 4
	forest_village = 2
	furniture_guild = 3
	granary = 3
	mason = 1
	tannery = 3
	temple = 1
}

lowlands_town_woodland_tech1 = {
	castle = 1
	dyes_guild = 4
	forest_village = 2
	furniture_guild = 3
	granary = 3
	mason = 1
	tannery = 3
	temple = 1
}

maghreb_city_commercial = {
	castle = 1
	cloth_guild = 3
	fine_cloth_guild = 3
	fortress_granary = 1
	funduq = 1
	granary = 2
	market_village = 3
	marketplace = 3
	mason = 1
	naval_supplies_guild = 3
	scriptorium = 2
	slave_market = 2
	sul_rural_ropemaker = 1
	temple = 1
}

maghreb_city_commercial_tech0 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	fortress_granary = 1
	funduq = 1
	granary = 2
	market_village = 3
	marketplace = 3
	mason = 1
	naval_supplies_guild = 3
	slave_market = 2
	sul_rural_ropemaker = 1
	temple = 1
}

maghreb_city_commercial_tech1 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	fortress_granary = 1
	funduq = 1
	granary = 2
	market_village = 3
	marketplace = 3
	mason = 1
	naval_supplies_guild = 3
	slave_market = 2
	sul_rural_ropemaker = 1
	temple = 1
}

maghreb_city_farming = {
	brewery = 1
	castle = 1
	distillers_guild = 1
	farming_village = 3
	fortress_granary = 1
